Kernel,gx,gy,gz,bx,by,bz,nx,ny,nz,gpuId,occupancy
1,16,1,49,1,4,16,224,224,224,0,0.823546
1,8,28,1,2,4,28,224,224,224,0,0.872066
2,14,16,1,2,2,56,224,224,224,0,0.482797
2,1,14,4,32,28,1,224,224,224,0,0.871674
1,28,2,4,1,56,4,224,224,224,0,0.850814
1,8,28,7,32,1,1,224,224,224,0,0.871941
2,1,56,2,112,1,4,224,224,224,0,0.872165
1,1,4,49,8,32,1,224,224,224,0,0.871199
2,4,7,8,32,7,1,224,224,224,0,0.871472
3,112,7,1,2,8,4,224,224,224,0,0.871876
1,56,7,2,2,2,16,224,224,224,0,0.871747
1,8,1,7,14,1,64,224,224,224,0,0.871377
2,7,8,4,112,2,1,224,224,224,0,0.853089
3,1,2,392,4,4,4,224,224,224,0,0.871379
1,7,112,2,32,1,1,224,224,224,0,0.871798
1,112,2,7,2,1,16,224,224,224,0,0.852605
2,16,14,1,14,2,8,224,224,224,0,0.871251
1,2,392,2,1,1,32,224,224,224,0,0.380463
2,8,49,1,2,32,2,224,224,224,0,0.871646
1,4,14,4,1,28,8,224,224,224,0,0.870746
1,8,4,49,8,1,4,224,224,224,0,0.871294
1,8,1,14,1,448,1,224,224,224,0,0.872105
2,1,98,16,2,16,1,224,224,224,0,0.851616
1,7,16,1,2,7,32,224,224,224,0,0.871362
1,2,56,1,4,4,28,224,224,224,0,0.871952
1,4,7,2,8,7,16,224,224,224,0,0.872128
2,56,4,1,7,16,2,224,224,224,0,0.488969
1,1,98,4,8,16,1,224,224,224,0,0.871215
2,56,2,2,1,56,4,224,224,224,0,0.871571
2,28,2,4,112,1,2,224,224,224,0,0.871469
1,49,2,1,32,8,2,224,224,224,0,0.871825
2,2,14,4,448,1,1,224,224,224,0,0.852029
2,14,7,2,8,1,32,224,224,224,0,0.871512
1,56,14,2,2,16,1,224,224,224,0,0.871515
1,4,4,7,14,1,32,224,224,224,0,0.871213
2,7,56,4,4,2,4,224,224,224,0,0.871385
1,7,32,1,8,14,2,224,224,224,0,0.871552
0,49,1,4,16,8,2,224,224,224,0,0.87102
0,112,1,1,7,16,4,224,224,224,0,0.871332
2,1,1,56,14,4,16,224,224,224,0,0.871753
0,2,7,28,32,4,1,224,224,224,0,0.853412
1,14,2,2,4,224,1,224,224,224,0,0.871567
1,56,2,1,112,1,4,224,224,224,0,0.871275
2,7,8,1,28,1,32,224,224,224,0,0.482218
3,4,1,392,2,8,2,224,224,224,0,0.871463
0,112,2,1,8,4,7,224,224,224,0,0.871448
1,7,7,4,1,128,2,224,224,224,0,0.871859
2,16,7,1,32,1,14,224,224,224,0,0.852791
3,1,28,4,56,4,2,224,224,224,0,0.49201
1,32,1,7,8,4,7,224,224,224,0,0.87144
3,1,8,49,2,64,1,224,224,224,0,0.871479
2,14,4,1,14,8,8,224,224,224,0,0.871083
1,32,1,7,1,28,8,224,224,224,0,0.871202
1,1,14,14,8,8,4,224,224,224,0,0.879361
0,2,28,14,4,1,16,224,224,224,0,0.87173
2,56,1,2,4,7,16,224,224,224,0,0.871481
1,28,4,1,7,1,64,224,224,224,0,0.871083
2,784,1,1,8,1,8,224,224,224,0,0.853164
0,4,1,196,1,4,16,224,224,224,0,0.871645
0,1,16,98,2,2,8,224,224,224,0,0.871366
3,1,7,8,1,224,4,224,224,224,0,0.871475
2,28,2,1,1,112,8,224,224,224,0,0.833531
0,7,32,7,1,16,2,224,224,224,0,0.871732
1,7,2,7,8,32,2,224,224,224,0,0.879386
0,7,8,14,8,8,1,224,224,224,0,0.871663
2,196,2,2,1,2,32,224,224,224,0,0.8713
0,14,8,1,7,16,4,224,224,224,0,0.87206
1,28,7,1,4,4,16,224,224,224,0,0.87119
3,56,1,2,56,8,1,224,224,224,0,0.870716
2,4,1,28,56,8,1,224,224,224,0,0.483408
1,1,8,14,4,4,28,224,224,224,0,0.871451
0,14,7,1,512,1,1,224,224,224,0,0.871585
1,7,8,4,56,2,2,224,224,224,0,0.871796
2,112,1,2,8,1,28,224,224,224,0,0.871885
0,28,2,2,1,224,2,224,224,224,0,0.871339
3,1,2,28,7,128,1,224,224,224,0,0.871905
2,7,1,7,32,1,32,224,224,224,0,0.471743
3,1,28,14,2,8,8,224,224,224,0,0.871547
0,1,392,4,8,2,2,224,224,224,0,0.871437
3,2,7,16,224,1,1,224,224,224,0,0.87138
2,4,14,2,56,8,1,224,224,224,0,0.871029
1,4,98,1,4,8,4,224,224,224,0,0.871683
2,7,1,32,4,8,7,224,224,224,0,0.880075
1,1,7,32,112,1,2,224,224,224,0,0.871803
3,1,1,224,56,1,4,224,224,224,0,0.87155
1,14,1,28,8,4,4,224,224,224,0,0.474567
2,98,1,16,4,4,2,224,224,224,0,0.871413
3,1,7,16,2,8,28,224,224,224,0,0.851452
1,8,196,1,2,4,4,224,224,224,0,0.871333
1,2,14,8,2,28,4,224,224,224,0,0.871582
2,1,4,28,4,2,56,224,224,224,0,0.871973
1,7,7,4,32,1,8,224,224,224,0,0.87117
0,8,2,7,1,448,1,224,224,224,0,0.87166
2,4,196,1,2,8,4,224,224,224,0,0.871467
2,8,4,49,8,4,1,224,224,224,0,0.871551
1,4,49,1,4,1,64,224,224,224,0,0.8718
3,1,28,8,4,56,1,224,224,224,0,0.871396
3,7,14,4,2,8,8,224,224,224,0,0.871376
2,7,7,2,4,128,1,224,224,224,0,0.871444
1,112,1,1,14,8,4,224,224,224,0,0.474371
2,14,28,2,2,2,16,224,224,224,0,0.871322
3,14,1,7,1,8,64,224,224,224,0,0.871397
2,1,2,28,2,32,14,224,224,224,0,0.870915
3,4,2,14,32,7,2,224,224,224,0,0.871664
3,28,8,1,8,14,2,224,224,224,0,0.871497
3,7,1,8,1,128,7,224,224,224,0,0.871014
2,2,784,1,4,8,1,224,224,224,0,0.879728
0,1,28,14,2,1,64,224,224,224,0,0.871341
3,1,224,7,2,8,2,224,224,224,0,0.473563
3,1,1,224,1,8,28,224,224,224,0,0.871388
2,1,4,49,2,64,2,224,224,224,0,0.871677
1,4,28,1,4,8,14,224,224,224,0,0.871916
3,14,14,1,4,8,8,224,224,224,0,0.871568
0,56,2,2,1,32,7,224,224,224,0,0.486467
2,56,2,1,2,8,28,224,224,224,0,0.762712
1,2,28,2,32,1,14,224,224,224,0,0.871929
2,1,4,98,1,16,8,224,224,224,0,0.871242
1,1,28,4,1,448,1,224,224,224,0,0.486731
2,1,14,7,64,8,1,224,224,224,0,0.871152
1,2,8,7,2,112,2,224,224,224,0,0.871741
1,28,1,28,4,1,16,224,224,224,0,0.871004
1,28,2,4,2,8,14,224,224,224,0,0.871485
2,2,7,7,1,128,4,224,224,224,0,0.871508
2,1,8,28,56,4,1,224,224,224,0,0.871524
0,2,2,14,2,16,28,224,224,224,0,0.852911
3,7,7,2,64,8,1,224,224,224,0,0.872042
2,1,1,49,1,256,4,224,224,224,0,0.871328
2,56,1,2,7,16,4,224,224,224,0,0.871717
1,2,2,14,4,14,16,224,224,224,0,0.871285
1,1,98,4,4,4,8,224,224,224,0,0.871823
1,14,2,8,14,16,1,224,224,224,0,0.477617
2,7,16,2,1,56,4,224,224,224,0,0.853168
2,1,2,28,112,1,8,224,224,224,0,0.871385
1,4,7,7,8,32,1,224,224,224,0,0.871218
2,1,1,196,2,32,4,224,224,224,0,0.87195
3,8,7,2,28,1,16,224,224,224,0,0.871474
1,14,14,1,16,2,8,224,224,224,0,0.852414
2,7,2,4,4,16,14,224,224,224,0,0.871589
0,4,4,49,2,8,4,224,224,224,0,0.87146
2,1,4,28,16,28,1,224,224,224,0,0.871254
3,56,4,1,14,16,1,224,224,224,0,0.87125
